,text,labels
3780,Italy manufacturing activity grows for 11th straight month in May - PMI,"[1, 0, 0]"
3781,Joan Rivers Refuses To Apologize For Her Latest Offensive Joke! Is She Right  ...,"[0, 1, 0]"
3782,Washington state jobless rate holds steady in March,"[1, 0, 0]"
3783,Chrysler: Government Timetable Off For Fixing Recalled Jeep SUV's,"[0, 0, 1]"
3784,Facebook continues to battle click-bait,"[0, 0, 1]"
3785,Facebook: 'Creepy' Secret Experiment Attacked,"[0, 0, 1]"
3786,"Watch: Pharrell perform withGwen Stefani, Nelly, Diddy andmore at Coachella","[0, 1, 0]"
3787,Ukraine at Crossroads,"[1, 0, 0]"
3788,"TECH REVIEW: Surface works as laptop, has trade-offs","[0, 0, 1]"
3789,Kim Kardashian wears Givenchy's Riccardo Tisci wedding gown,"[0, 1, 0]"
3790,Kim Kardashian's Boobs Want You To Know That They're Not A Boring Old  ...,"[0, 1, 0]"
3791,3 things to know before Tuesday's marijuana sale,"[1, 0, 0]"
3792,LG G3 sports quad-HD screen and laser autofocus,"[0, 0, 1]"
3793,Buy Titanfall And 12 Month Xbox Live Membership At Target And Save $30,"[0, 0, 1]"
3794,China Telecom profit rises ahead of spending boost,"[1, 0, 0]"
3795,America's Most Hated: Spirit Airlines Generates The Most Complaints Of Any  ...,"[1, 0, 0]"
3796,"HBO Gives “Veep” a Fourth Season, “Silicon Valley” a Second","[0, 1, 0]"
3797,Airbnb to raise US$500m in funding round that could value it at US$10bn,"[1, 0, 0]"
3798,Jamie Dornan: Five things to know about the big screen's Christian Grey,"[0, 1, 0]"
3799,"A look at US, EU and Chinese climate action goals","[0, 0, 1]"
3800,GM names old spokesman to become new top spokesman,"[1, 0, 0]"
3801,"Sling Media Intros Two Models, SlingTV and Slingbox M1","[0, 0, 1]"
3802,'Birdman' review: Flying high at Venice Film Festival,"[0, 1, 0]"
3803,Watch: Joss Whedon's Apology to Seoul for 'Avengers: Age of Ultron',"[0, 1, 0]"
3804,"Honda, Mazda, Nissan recall 3 million vehicles worldwide","[0, 0, 1]"
3805,Chrome OS – Updated and Improved by Google,"[0, 0, 1]"
3806,"George Lucas' art museum will be built in Chicago, not San...","[0, 1, 0]"
3807,Stacy Keibler Secretly Marries Jared Pobre in Mexico!,"[0, 1, 0]"
3808,Glass Fabric-Based Flexible Thermoelectric Generator Produces Electricity from  ...,"[0, 0, 1]"
3809,You are here! Home > SCIENCE and TECHNOLOGY > Iconic Emperor penguins  ...,"[0, 0, 1]"
3810,"Pre-Orders for Samsung Gear 2, Gear 2 Neo and Gear Fit Through AT&T","[0, 0, 1]"
3811,Investigation into Death on Set of 'Midnight Rider' Industry 'Wake-Up Call',"[0, 1, 0]"
3812,Global warming rules upheld,"[1, 0, 0]"
3813,Mercedes unveils new version of world's smallest car,"[0, 0, 1]"
3814,Baby or wedding first for Mila and Ashton? | DailyDish,"[0, 1, 0]"
3815,Android L Preview System Image For Nexus 5 And Nexus 7 Released,"[0, 0, 1]"
3816,Forex - Euro trims gains against dollar after U.S. data,"[1, 0, 0]"
3817,ECB's Noyer Says Euro Strength is Weighing on Prices,"[1, 0, 0]"
3818,Joint watchdog survey reveals 16.1 percent of mainland soil polluted: report,"[1, 0, 0]"
3819,U.S. retail sales rise modestly; Nevada official upbeat about '14,"[1, 0, 0]"
3820,First impressions: Samsung Galaxy Tab S,"[0, 0, 1]"
3821,Microsoft Surface Pro 3: 10 Tablets Paved Its Way,"[0, 0, 1]"
3822,"Google Fit to curate steps, calories, heart rate, other biometric data","[0, 0, 1]"
3823,Forty thousand workers strike at shoe manufacturer in southern China,"[1, 0, 0]"
3824,Inflation hits four-year low of 1.7%,"[1, 0, 0]"
3825,Call My Kindle? Amazon To Release Smartphone by June,"[0, 0, 1]"
3826,The 13 Biggest Changes from Superhero Comics to the Screen,"[0, 1, 0]"
3827,Chris Brown to stay in jail until April after rehab arrest,"[0, 1, 0]"
3828,"Two Habitable 'Goldilocks Planets' Orbiting Gliese 581 Do Not Exist, Scientists Say","[0, 0, 1]"
3829,"Gov. Andrew Cuomo Brokers Tentative Deal Between MTA, Transit Workers Union","[1, 0, 0]"
3830,"Links for the Day: Rape of Thrones, George RR Martin Distances Himself from  ...","[0, 1, 0]"
3831,Mortgage Rates Hit Seven-Month Low,"[1, 0, 0]"
3832,Bank of America Mortgage Rate Increases Tuesday Mar 18,"[1, 0, 0]"
3833,GM faces multiple federal inquiries about a mechanical problem that contributed  ...,"[1, 0, 0]"
3834,Uber wins out after black cabs gridlock London - Telegraph,"[1, 0, 0]"
3835,MTV VMA 2014 Nominees Revealed via Snapchat Videos,"[0, 1, 0]"
3836,"Rosetta Has Finally Spotted Her Comet, Sent Back First Images","[0, 0, 1]"
3837,Apple and Google end their fight over Patents,"[0, 0, 1]"
3838,Maintaining the status quo,"[1, 0, 0]"
3839,Gold ticks lower on dollar,"[1, 0, 0]"
3840,Twitter says new designs 'make it easier to express yourself',"[0, 0, 1]"
3841,"UPDATE 2-One winner in US Marshals bitcoin sale, identity not known","[1, 0, 0]"
3842,ECB's Draghi: Rate cuts and QE possible tools to get inflation back to target,"[1, 0, 0]"
3843,Samsung Developing Smartwatch That Works Without a Smartphone,"[0, 0, 1]"
3844,Lindt & Sprungli to Acquire Russell Stover,"[1, 0, 0]"
3845,"With 'Gotham,' 'Agent Carter' and more superheroes coming to TV, is it a good  ...","[0, 1, 0]"
3846,Robert De Niro Joins Robert Pattinson In Olivier Assayas' Crime Pic 'Idol's Eye',"[0, 1, 0]"
3847,Total Lunar Eclipse To Be Visible Early Tuesday,"[0, 0, 1]"
3848,"At This Year's White House Science Fair, Obama Gives Girls a Gold Star","[0, 0, 1]"
3849,New Joss Whedon Film Released Online; Check Out a Trailer And Posters,"[0, 1, 0]"
3850,Check out these 'Frozen' mashups,"[0, 1, 0]"
3851,"Miley's Bangerz Tour Rolls, Sparks And Puffs Into New York","[0, 1, 0]"
3852,Thailand shares radar data on plane that might be Flight 370,"[1, 0, 0]"
3853,"Samsung debuts S5 smartphone today, expects to sell 10M units in 25 days","[0, 0, 1]"
3854,Led Zeppelin getting sued over Stairway to Heaven 'copyright',"[0, 1, 0]"
3855,New cars will be required to have rear view cameras starting in 2018,"[0, 0, 1]"
3856,"Sector Update: Energy Stocks Rising; Pioneer Natural Resouces, Eneterprise  ...","[1, 0, 0]"
3857,Kim Kardashian buys husband Kanye West board game for his birthday,"[0, 1, 0]"
3858,Alexander Wang partners H&M on new collection,"[0, 1, 0]"
3859,"American Eagle Outfitters profits, revenue down","[1, 0, 0]"
3860,Johnny Weir splits from husband Victor Voronov after two years of marriage,"[0, 1, 0]"
3861,UN climate report a 'wakeup' for entrepreneurs,"[0, 0, 1]"
3862,Antarctica's Glaciers are Collapsing - Are We Ready To Pay Attention?,"[0, 0, 1]"
3863,Samsung puzzled by Galaxy S5 launch,"[0, 0, 1]"
3864,Why Isn't Twitter's Plan To Boost User Growth Working Better?,"[1, 0, 0]"
3865,EU prices at their lowest level for the past five years,"[1, 0, 0]"
3866,Darden to Sell Off Red Lobster - Analyst Blog,"[1, 0, 0]"
3867,Calgary-raised John Fawcett talks about the rise of Orphan Black,"[0, 1, 0]"
3868,Samsung Galaxy Alpha aka Galaxy S5 Prime to Launch on August 13: Report,"[0, 0, 1]"
3869,5 secret projects Oculus VR and Facebook could be working on,"[0, 0, 1]"
3870,Samsung's Galaxy K zoom to hit shelves today,"[0, 0, 1]"
3871,Apple rolls out updated Retina MacBook Pros with faster Haswell chips,"[0, 0, 1]"
3872,Tim Cook labels new book focusing on Apple in post-Steve Jobs era as 'nonsense',"[0, 0, 1]"
3873,Euro resists ECB Doves As AUD/USD Breaches 200-Day MA,"[1, 0, 0]"
3874,"UPDATE 2-VMware revenue beats estimates, but shares dip on sales delays","[1, 0, 0]"
3875,Rolf Harris booted out of ARIA Hall of Fame after conviction,"[0, 1, 0]"
3876,Xbox One advert turning on customers' consoles without their permission,"[0, 0, 1]"
3877,A Look At The Wearable Tech Space,"[0, 0, 1]"
3878,Euro drops to 3-month low vs US dollar after German Ifo,"[1, 0, 0]"
3879,"Satya Nadella Is Cutting 5500 Microsoft Employees, Too, With Windows Hit The  ...","[0, 0, 1]"
3880,​Yahoo updates methodology in new transparency report,"[0, 0, 1]"
3881,Chromebook kicks OS X and Windows out of school,"[0, 0, 1]"
3882,"Wall Street opens up, S&P set for third straight advance","[1, 0, 0]"
3883,Beyonce Wants You To Know She And Solange Have Made Up,"[0, 1, 0]"
3884,Aereo's Supreme Court loss a big victory for TV broadcasters,"[0, 0, 1]"
3885,Unemployment rate in US near six-year low,"[1, 0, 0]"
3886,US Beef Prices Notch Highest Mark In Almost 30 Yrs,"[1, 0, 0]"
3887,Harris faces new allegations of abuse,"[0, 1, 0]"
3888,Matt Lauer staying on NBC's Today show with new contract,"[0, 1, 0]"
3889,Video: Why Burger King Isn't Walgreen For Inversion,"[1, 0, 0]"
3890,Confirmed: Amazon Beats Out YouTube to Buy Twitch for $970 Million [Updated],"[0, 0, 1]"
3891,Samsung Galaxy Tab S Accessories Announced: All That You Should Know,"[0, 0, 1]"
3892,Philip Morris Int'l (PM) Cuts FY14 EPS Outlook; Updates on Objectives,"[1, 0, 0]"
3893,The Walking Dead - Cast & Crew Weigh In On Changes for Season 5,"[0, 1, 0]"
3894,LG Nexus 6 Features Now Confirmed?,"[0, 0, 1]"
3895,Kate Middleton's Infamous Bum Picture Raises One Big Question,"[0, 1, 0]"
3896,Ryan Gosling wanted Rachel McAdams fired from 'The Notebook',"[0, 1, 0]"
3897,Ming dynasty 'chicken cup' $36M sale smashes record,"[0, 1, 0]"
3898,US STOCKS SNAPSHOT-Wall St ends higher after Yellen's comments,"[1, 0, 0]"
3899,Production of iconic Ambassador cars grinds to a halt,"[1, 0, 0]"
3900,"Yep, That Leaked Video Was the Guardians of the Galaxy Post-Credits Scene","[0, 1, 0]"
3901,Liza Minnelli's Rep Sends Shia LaBeouf Cabaret Film DVD After Arrest,"[0, 1, 0]"
3902,Kendall Jenner's modelling career marred due to Kardashian name & which  ...,"[0, 1, 0]"
3903,Allergan Assails Valeant,"[1, 0, 0]"
3904,Tree Rings Solve World Trade Center Ship Mystery,"[0, 0, 1]"
3905,Lana Del Rey's “West Coast” Video: Watch,"[0, 1, 0]"
3906,Iris scanner coming with Samsung's Galaxy Note 4? We'll see soon enough,"[0, 0, 1]"
3907,Blackberry Ltd (NASDAQ:BBRY) is our Turnaround Pick for 2014,"[1, 0, 0]"
3908,Why Burger King (BKW) Stock Continues To Surge Today,"[1, 0, 0]"
3909,Potato Salad Kickstarter Opens Up Pandora's Box of Side Dish Crowdfunding,"[0, 1, 0]"
3910,"LG outs Smart Bulb for iOS and Android, will blink when you receive a call","[0, 0, 1]"
3911,Google Inc buys music streaming service Songza,"[0, 0, 1]"
3912,Review: 'Deliver Us From Evil' needs more scares,"[0, 1, 0]"
3913,"Philips, Salesforce.com Alliance to Offer Healthcare Tech Platform; Marc Benioff  ...","[1, 0, 0]"
3914,Grease Is the Word! Grease Live to Air on Fox in 2015,"[0, 1, 0]"
3915,Nexus 6 vs Sony Xperia Z1- Price and Spec Review Comparison,"[0, 0, 1]"
3916,Nokia by Microsoft branding spotted on Lumia 830,"[0, 0, 1]"
3917,FAA investigating planes' close call over Houston,"[1, 0, 0]"
3918,'Star Wars Episode VII' Casts Crystal Clarke and Parkour Star Pip Andersen,"[0, 1, 0]"
3919,Apple recruits one of the watch industry's most important sales execs,"[0, 0, 1]"
3920,Chinese manufacturing shows signs of recovery,"[1, 0, 0]"
3921,$9bn awarded in diabetes damages case,"[1, 0, 0]"
3922,US Consumer Spending Increased in May,"[1, 0, 0]"
3923,Real Life 'Human Barbie' Valeria Lukyanova shared a special new video,"[0, 1, 0]"
3924,T. rex to arrive in DC on Tuesday morning,"[0, 0, 1]"
3925,What Comcast Had to Say About Netflix,"[0, 0, 1]"
3926,Driverless Cars To Join British Roads Next Year,"[0, 0, 1]"
3927,HTC Officially Launches HTC One M8 and It's Pretty Awesome,"[0, 0, 1]"
3928,Amazon launches 'Netflix for books' as Hachette dispute rages,"[0, 0, 1]"
3929,Pfizer CEO Faces U.K. Panel as Resistance to Bid Hardens,"[1, 0, 0]"
3930,BlackBerry revenue slumps 64 per cent,"[1, 0, 0]"
3931,Wall Street Stocks Mostly Higher,"[1, 0, 0]"
3932,15 Times Birthday Girl Khloe Kardashian Convinced Us to Rock a Bold Red Lip,"[0, 1, 0]"
3933,Rapper Benzino credits dead mom for saving him after being shot at her funeral,"[0, 1, 0]"
3934,Weird Al Yankovic's New Album Almost Had a Frozen-Star Trek: The Next  ...,"[0, 1, 0]"
3935,"Eminem, Rihanna to perform 'The Monster' at MTV Movie Awards; watch behind  ...","[0, 1, 0]"
3936,Dump Expedition Uncovers “ET” Atari Cartridges After 3 Hours,"[0, 0, 1]"
3937,Metropolitan Opera Contract Talks Extended Three Days,"[0, 1, 0]"
3938,Existing Homes Sales Post First 2014 Increase,"[1, 0, 0]"
3939,UPDATE 4-Brent oil hits fresh 1-month low under $110 in 7-day slide,"[1, 0, 0]"
3940,Ultra Music Fest's 25 Best Bass Faces,"[0, 1, 0]"
3941,Samsung's latest tablets are lightest,"[0, 0, 1]"
3942,"I Wanna Marry ""Harry"": the Royal Masquerade Begins","[0, 1, 0]"
3943,"Boeing, Emirates finalise $56 bn order for 150 777X planes","[1, 0, 0]"
3944,"China share-indexes end higher, lifted by banks","[1, 0, 0]"
3945,"Between Legal And Illegal Methods, Everyone In The World Watched The 'Game  ...","[0, 1, 0]"
3946,US forces seize tanker carrying oil from Libya- UPDATED,"[1, 0, 0]"
3947,Justin Bieber shares steamy video of dance routine with on/off girlfriend Selena  ...,"[0, 1, 0]"
3948,Pope Francis cancels meeting with Noah team,"[0, 1, 0]"
3949,"NASA Claims a Successful Test for Its Warehouse-Sized, Mars-Bound Parachute","[0, 0, 1]"
3950,Legacy of icon Chavez celebrated,"[0, 1, 0]"
3951,Missing Malaysian Jet: 'Credible Lead' Spotted by Australia Satellite (VIDEO),"[1, 0, 0]"
3952,Howes: JPMorgan Chase Will Put $100 Million In Detroit To Spur Jobs And  ...,"[1, 0, 0]"
3953,Schneiderman: Fast stock trade advantages unfair,"[1, 0, 0]"
3954,GM vice president knew about glitches,"[0, 0, 1]"
3955,Cinco de Mayo deals,"[0, 1, 0]"
3956,Airbnb could be worth $10 billion,"[1, 0, 0]"
3957,"Google I/O: Better-Connected World, Greater Advertising","[0, 0, 1]"
3958,"Erykah Badu Crashes Live Newscast, Tries to Kiss Reporter","[0, 1, 0]"
3959,BlackBerry downplays Heartbleed risks,"[0, 0, 1]"
3960,Corvette museum likely to keep part of sinkhole,"[0, 1, 0]"
3961,Microsoft Transforms Customers to Beta Testers,"[0, 0, 1]"
3962,Iovine could be key Apple deal ingredient,"[0, 0, 1]"
3963,"Now you can test beta versions of Apple's OS X for free, without a developer  ...","[0, 0, 1]"
3964,Iraq crisis: Markets 'on edge' over oil prices as violence continues,"[1, 0, 0]"
3965,"Speed, old tyres killed actor Paul Walker","[0, 1, 0]"
3966,"Seatbelts, Everyone! Netflix Is Rebooting The Magic School Bus for 2016","[0, 1, 0]"
3967,US 'Flash Boys' Style Lawsuit Slashes £2.5bn Off Barclays' Stock Value,"[1, 0, 0]"
3968,Mortgage Master Creates Loan Officer Concierge Team To Smooth New Hires  ...,"[1, 0, 0]"
3969,Scientists Create Three-Atom Wide Wires Using Electron Beams,"[0, 0, 1]"
3970,PolyOne is Now Oversold (POL),"[1, 0, 0]"
3971,"'The Evolution of Dad Dancing' Is Here, and It Is Glorious","[0, 1, 0]"
3972,Apple-Samsung jury leaves $120 million patent verdict intact,"[0, 0, 1]"
3973,Candy Crush Game Maker Aims to Hit $7.6 Billion IPO Sweet Spot,"[1, 0, 0]"
3974,Microsoft's Xbox loses Twitch to Google's YouTube (and why that matters),"[0, 0, 1]"
3975,"Here's Matt Lauer and Al Roker in Sharknado 2, for Some Reason","[0, 1, 0]"
3976,"Judge Accepts SAC's Guilty Plea, $1.2 Billion Payout for Fraud","[1, 0, 0]"
3977,The Walking Dead's Melissa McBride Nominated For Critics' Choice Television  ...,"[0, 1, 0]"
3978,"Apple, Samsung ready for latest patent faceoff","[0, 0, 1]"
3979,HTC One (2014) to be a Verizon Wireless exclusive at launch [RUMOR],"[0, 0, 1]"
3980,Stocks move higher ahead of Memorial Day holiday,"[1, 0, 0]"
3981,Iraq crisis threatens world economic recovery,"[1, 0, 0]"
3982,Bardot's Once-Sexy Lancia Banished to Italy in Fiat Remake,"[0, 0, 1]"
3983,US stocks edging closer to uneven finish as Chinese growth concerns weigh on  ...,"[1, 0, 0]"
3984,Clunky writing makes 'Chavez' wither on the vine,"[0, 1, 0]"
3985,"J.M. Smucker raises prices for its packaged coffee, citing higher prices for beans  ...","[1, 0, 0]"
3986,Ancient tomb with pyramid entrance found in Egypt,"[0, 0, 1]"
3987,"'Saturday Night Live': Lena Dunham, stripped down","[0, 1, 0]"
3988,EBay offers cautious outlook,"[1, 0, 0]"
3989,Latin America mourns day magic died with passing of Gabriel Garcia Marquez,"[0, 1, 0]"
3990,Weighing the future,"[0, 0, 1]"
3991,Eric Hill's death to be talked about on 'The Bachelorette' 2014 week 8,"[0, 1, 0]"
3992,Can GM find road to recovery after recall?,"[0, 0, 1]"
3993,'Transformers' unearths $100M box office debut,"[0, 1, 0]"
3994,Paul Walker's brothers to help complete Fast & Furious 7,"[0, 1, 0]"
3995,Jimmy Fallon channels inner rockstar in performance with Billy Joel (Video),"[0, 1, 0]"
3996,IT giants target barriers to internet of things,"[0, 0, 1]"
3997,Boeing wins $8.8 billion BOC order on Asian demand,"[1, 0, 0]"
3998,"MH370: Search could take a “really long time”, says MAS commercial chief","[1, 0, 0]"
3999,Net neutrality rewritten: Will next generation of innovators have a chance?,"[0, 0, 1]"
4000,'She Could Open For Him': Selena Gomez Hoping To Support Justin Bieber On  ...,"[0, 1, 0]"
4001,Emirates Finalizes Order for 150 Boeing Planes Worth $56 bn,"[1, 0, 0]"
4002,Jason Segel Quit Twitter Over a Burrito Debate,"[0, 1, 0]"
4003,Russia Finds In China A New Client for Its Natural Resources,"[1, 0, 0]"
4004,Truce called in Apple v Google smartphone war,"[0, 0, 1]"
4005,You Owe the IRS! Don't Panic -- You Have Options,"[1, 0, 0]"
4006,Archie dies: Adulthood established (sigh),"[0, 1, 0]"
4007,Samsung Galaxy S5 makes global debut,"[0, 0, 1]"
4008,Statement by the Press Secretary on Ukraine,"[1, 0, 0]"
4009,"PS4 gets virtual reality headset to beat Oculus Rift, behold Project Morpheus","[0, 0, 1]"
4010,"Eminem, Beyonce & Iggy Azalea Lead Nominations for 2014 MTV Music Awards  ...","[0, 1, 0]"
4011,Miley Cyrus suffers wardrobe malfunction in latest Instagram video,"[0, 1, 0]"
4012,Sultan of Brunei Target of Protest at Beverly Hills Hotel; Richard Branson's Virgin  ...,"[0, 1, 0]"
4013,"IBM, Apple Team Up To Bring iOS To The Enterprise","[0, 0, 1]"
4014,Crude oil leak blamed for China water contamination,"[1, 0, 0]"
4015,Alicia Keys Pregnant With Her Second Child,"[0, 1, 0]"
4016,Lyrid meteor shower peaks tonight: How to watch online,"[0, 0, 1]"
4017,"AbbVie, Shire agree on $55B combination - KTVN Channel 2 - Reno Tahoe  ...","[1, 0, 0]"
4018,Video of Sony Xperia Z2,"[0, 0, 1]"
4019,The winning – and losing – strategies of activist investors,"[1, 0, 0]"
4020,New iPhone 6 Concept By Beckett,"[0, 0, 1]"
4021,CURRENCIES: Pound Spikes On Rate-hike Talk,"[1, 0, 0]"
4022,Pending Sales of Existing Homes in US Decline for Eighth Month,"[1, 0, 0]"
4023,"Solange Knowles talks Jay Z elevator fight, says family is 'all good'","[0, 1, 0]"
4024,Rare FDR footage unveiled at State Archives,"[0, 1, 0]"
4025,"GM, Ford Sales Jump in May as Automakers Roll Past Estimates","[0, 0, 1]"
4026,An Ocean On Pluto's Moon? Scientists Will Keep An Eye Out For Cracks.,"[0, 0, 1]"
4027,Oil price steady on quiet day for energy,"[1, 0, 0]"
4028,Trade deficit drops to $44.4B in May,"[1, 0, 0]"
4029,"As radio and pop culture splintered, Casey Kasem was keeping it together","[0, 1, 0]"
4030,SciFi flick 'Divergent' opens with $56m,"[0, 1, 0]"
4031,Mayor resigns over dog poop incident,"[1, 0, 0]"
4032,"Los Angeles water main break floods Sunset Boulevard, UCLA campus","[1, 0, 0]"
4033,Unfortunate End to Texas Grand Prix Weekend for Movistar Yamaha,"[0, 0, 1]"
4034,"IBM beats revenue estimates as company focuses on big data, cloud","[1, 0, 0]"
4035,Crunching the Post-Sale Numbers for Darden Restaurants (DRI),"[1, 0, 0]"
4036,'Once Upon A Time' Casts Georgina Haig As Queen Elsa From 'Frozen',"[0, 1, 0]"
4037,'Out-of-court settlements likely in MH370 case',"[1, 0, 0]"
4038,The Facebook emotion manipulation experiment: Why the internet is outraged,"[0, 0, 1]"
4039,Amazon Free Streaming Service?,"[0, 0, 1]"
4040,Is This the Lineup for The Sinister Six movie?,"[0, 1, 0]"
4041,Jared Krichevsky's 'Amazing Spider-Man 2' Concept Art Reveals A Different  ...,"[0, 1, 0]"
4042,Jennifer Lawrence Is A Bridesmaid On Martha Stewart Real Weddings Cover,"[0, 1, 0]"
4043,All Aboard: Netflix Will Revive Magic School Bus,"[0, 1, 0]"
4044,Hong Kong H-shares down on weaker China financial sectorHong Kong H  ...,"[1, 0, 0]"
4045,MH370: Govt Yet To Identify Actual Location: Hisammuddin,"[1, 0, 0]"
4046,Zara Apologizes for Pajamas That Look Like Concentration Camp Uniform,"[0, 1, 0]"
4047,Federal workers owe IRS $3.3 billion,"[1, 0, 0]"
4048,JD.Com Begins Taking Preorders For Xbox One In China,"[0, 0, 1]"
4049,Lindsay Lohan admits dating has been `distraction` in past,"[0, 1, 0]"
4050,"Gainers on Major News: Twitter Inc (NYSE:TWTR), Morgan Stanley (NYSE:MS  ...","[1, 0, 0]"
4051,"Resistance Is Futile, You Will Be Assimilated Into Windows 8 Eventually","[0, 0, 1]"
4052,Is Joe Manganiello Sofia Vergara's new beau?,"[0, 1, 0]"
4053,'Game Of Thrones': Jack Gleeson Tells About Wedding Shocker — Interview,"[0, 1, 0]"
4054,"Bruce Jenner: Unhappy, Acting Weird During Kimye Wedding","[0, 1, 0]"
4055,Singer/Producer Pharrell Williams joins 'The Voice',"[0, 1, 0]"
4056,Jolie wants daughters to be proud of who they are,"[0, 1, 0]"
4057,Emperor penguins running out of ice,"[0, 0, 1]"
4058,Chinese relatives arrive in KL to demand answers on MH370,"[1, 0, 0]"
4059,Nike Has Fired Most Of Its FuelBand Team And Will Stop Making Wearable  ...,"[0, 0, 1]"
4060,Billy Joel and Christie Brinkley's daughter Alexa Ray Joel rushed to hospital after  ...,"[0, 1, 0]"
4061,VIDEO: Apple Delivers Location-Based App Suggestions On Your Lock Screen  ...,"[0, 0, 1]"
4062,Cody Simpson On 'DWTS': I Won't Be Going Shirtless Like James Maslow,"[0, 1, 0]"
4063,Lindsay Lohan Dons A Wedding Dress After Alleged Sex List Is Leaked,"[0, 1, 0]"
4064,Morrissey biopic 'a love letter' to the Smiths star,"[0, 1, 0]"
4065,"Hackers Can Tap USB Devices, Researcher Warns","[0, 0, 1]"
4066,US Embassy in Tel Aviv Makes History by Putting This Under the American Flag,"[0, 1, 0]"
4067,GM recalls 500 pickups and SUVs for air bag controls; number of recalls hits 30  ...,"[0, 0, 1]"
4068,"'Cosmos: A Spacetime Odyssey' TV Time, Channel, Live Stream for 'Some of the  ...","[0, 0, 1]"
4069,Samsung Galaxy Note 4 Specifications Leaked,"[0, 0, 1]"
4070,Chipotle Mexican Grill PT Raised to $530.00 (CMG),"[1, 0, 0]"
4071,Australians say latest objects need to be checked - WNEM TV 5,"[1, 0, 0]"
4072,Google I/O: 7 Devices We Hope To See,"[0, 0, 1]"
4073,'American Idol' Scott McCreery victim of home invasion robbery 0,"[0, 1, 0]"
4074,BlackBerry to make Amazon App store available,"[1, 0, 0]"
4075,Stocks drift lower as Iraq weighs on market,"[0, 1, 0]"
4076,Coldwater crumbles,"[1, 0, 0]"
4077,Newman not dead,"[0, 1, 0]"
4078,Miranda Kerr Sheds Clothes for GQ British,"[0, 1, 0]"
4079,Macquarie Infrastructure To Acquire 50% Of IMTT For $1.025 Bln,"[1, 0, 0]"
4080,"Comedian Tracy Morgan Making Progress in Recovery, Rep Says","[0, 1, 0]"
4081,Botox maker Allergan subject of $50.2b bid,"[1, 0, 0]"
4082,Samsung launches two Galaxy Tab S versions in India,"[0, 0, 1]"
4083,China bans Windows 8 from govt computers,"[0, 0, 1]"
4084,Facebook's Slingshot designed for fleeting posts,"[0, 0, 1]"
4085,Andrew Garfield Spins His Charming And HIGHlarious Web On Saturday Night  ...,"[0, 1, 0]"
4086,George RR Martin Considering 'Game Of Thrones' Movies,"[0, 1, 0]"
4087,"Amazon, Twitter team up for in-app purchasing","[1, 0, 0]"
4088,Gold Futures Climb as Ukraine Tension Boosts Safe Haven Demand,"[1, 0, 0]"
4089,Malaysian jet search cut short; new satellite spottings,"[1, 0, 0]"
4090,"Rdio and Crackle add Chromecast support, letting you cast more music and  ...","[0, 0, 1]"
4091,"Weak Eurozone manufacturing will lift ECB speculation, Markit says","[1, 0, 0]"
4092,French Market Drops,"[1, 0, 0]"
4093,Viral Video: Charlie Sheen drunk at Taco Bell drive-thru,"[0, 1, 0]"
4094,2 rescued after small plane crashes in New Jersey,"[0, 0, 1]"
4095,TRULIA SHAREHOLDER ALERT - Andrews & Springer LLC is Seeking More  ...,"[1, 0, 0]"
4096,Jill Abramson's Dismissal From New York Times Shines Spotlight On Gender  ...,"[1, 0, 0]"
4097,"Google, Viacom settle landmark YouTube lawsuit","[0, 0, 1]"
4098,US can benefit from China prosperity,"[1, 0, 0]"
4099,"Global stocks lifted by China trade, Yellen stance","[1, 0, 0]"
4100,Amazon acquires digital comics leader comiXology,"[1, 0, 0]"
4101,UPDATE 2-US judge declines to order 'park it now' notices for GM cars,"[1, 0, 0]"
4102,Amazon product listings suggest Microsoft Surface Mini may arrive next month,"[0, 0, 1]"
4103,Shire's shares slide as it defends against £27 billion Abbvie bid,"[1, 0, 0]"
4104,MH370: Australia says definite findings on debris likely within 3 days,"[1, 0, 0]"
4105,US: Stocks tumble again after weak JPMorgan earnings,"[1, 0, 0]"
4106,UPDATE 2-Italy's UniCredit posts record $19 bln loss after writedowns,"[1, 0, 0]"
4107,China warns US cyberspying charges could damage ties,"[1, 0, 0]"
4108,Oregon jobless rate lowest since 2008,"[1, 0, 0]"
4109,Nikkei closes at six-month high,"[1, 0, 0]"
4110,Jay Z's SURPRISING Appearance At MTV VMAs 2014: Presents Beyonce With  ...,"[0, 1, 0]"
4111,Sudeikis And Wilde Welcome Baby Boy,"[0, 1, 0]"
4112,Adorable Spiderman couple Emma Stone and Andrew Garfield pretend to not  ...,"[0, 1, 0]"
4113,Samsung S5 To Outsell iPhone 5s,"[0, 0, 1]"
4114,"Surface Pro 3 Specs, Release Date, Rumors: Microsoft Says New Tablet  ...","[0, 0, 1]"
4115,`Game of Thrones' Promises Best Finale Ever,"[0, 1, 0]"
4116,Transcendence (IMAX),"[0, 1, 0]"
4117,Would You See This Version Of '22 Jump Street'?,"[0, 1, 0]"
4118,Emilia Clarke Had To Do WHAT in Her Game Of Thrones Audition?! (VIDEO),"[0, 1, 0]"
4119,Back in the fold: Rupert Murdoch finds new roles for sons Lachlan and James,"[1, 0, 0]"
4120,JK Rowling's new story is creative media criticism,"[0, 1, 0]"
4121,Rocket leak delays space station delivery launch - KATV - Breaking News  ...,"[0, 0, 1]"
4122,POP HISTORY,"[0, 1, 0]"
